id,薪资,学历要求,工作经验
15k-30k,本科,3-5年,4109077
15k-30k,本科,1-3年,4936385
20k-40k,本科,5-10年,4986235
10k-20k,本科,1-3年,4892136
8k-16k,本科,1-3年,4873145
15k-30k,本科,3-5年,2522648
20k-30k,本科,3-5年,4839227
15k-25k,本科,5-10年,5150467
15k-25k,本科,3-5年,3766406
25k-35k,本科,3-5年,5201429
25k-40k,本科,3-5年,4993579
20k-30k,本科,5-10年,5174967
8k-15k,本科,不限,2803428
20k-40k,本科,5-10年,4952424
30k-40k,本科,5-10年,4922164
15k-25k,本科,1-3年,5084246
15k-25k,本科,1-3年,4904532
10k-20k,本科,3-5年,4482174
20k-40k,本科,3-5年,3464564
25k-50k,本科,3-5年,4448382
15k-25k,本科,3-5年,4894168
15k-30k,本科,1-3年,4934930
6k-12k,本科,不限,3505586
30k-50k,本科,5-10年,4934325
10k-20k,大专,1-3年,4927754
12k-20k,本科,1-3年,5178096
20k-30k,本科,1-3年,4076107
20k-35k,大专,不限,3654869
25k-50k,本科,3-5年,4997128
45k-55k,硕士,5-10年,3959199
10k-20k,本科,1-3年,4954930
30k-50k,本科,3-5年,4287097
20k-35k,本科,不限,901640
20k-40k,本科,5-10年,4696736
13k-25k,本科,1-3年,5046090
8k-15k,大专,1-3年,4971146
22k-35k,大专,3-5年,4483039
15k-30k,本科,3-5年,5154642
15k-25k,本科,不限,4931741
12k-18k,本科,5-10年,5172826
15k-30k,本科,1-3年,4768415
15k-25k,硕士,1-3年,5090833
18k-28k,本科,3-5年,4868284
20k-40k,本科,1-3年,5119677
30k-35k,本科,5-10年,4476653
10k-20k,本科,1-3年,4907939
15k-30k,本科,1-3年,4526533
15k-30k,本科,1-3年,4106406
15k-30k,本科,5-10年,4855154
15k-25k,本科,3-5年,4906224
13k-20k,本科,1-3年,4868522
10k-20k,大专,3-5年,5116821
18k-35k,本科,3-5年,4583518
18k-28k,大专,5-10年,5095170
15k-25k,本科,3-5年,5167941
15k-24k,本科,1-3年,4775052
3k-5k,本科,不限,5125818
20k-40k,本科,3-5年,5156564
15k-20k,本科,3-5年,4017056
15k-30k,本科,1-3年,4600712
25k-50k,本科,3-5年,4193237
18k-30k,本科,3-5年,5099468
15k-25k,本科,1-3年,3683181
25k-35k,本科,5-10年,4838507
15k-25k,本科,5-10年,5143636
15k-30k,本科,3-5年,4667489
25k-35k,本科,5-10年,5191976
13k-26k,大专,5-10年,4753644
30k-40k,大专,5-10年,5046790
15k-25k,本科,3-5年,3560906
2k-4k,本科,应届毕业生,3463478
15k-25k,本科,3-5年,3253347
15k-25k,本科,1-3年,4778923
15k-30k,大专,1年以下,4785543
10k-15k,本科,1-3年,5035815
25k-50k,本科,5-10年,4440634
15k-25k,本科,3-5年,4838078
