id,薪资,学历要求,工作经验
10k-15k,本科,1-3年,4778414
5k-10k,本科,3-5年,5081332
8k-12k,本科,1-3年,5192941
12k-22k,本科,3-5年,4365604
10k-20k,本科,不限,4636203
25k-40k,本科,3-5年,4688166
13k-25k,本科,1-3年,4718217
20k-40k,本科,3-5年,3499437
6k-12k,不限,不限,3970195
25k-40k,本科,3-5年,4588490
30k-50k,本科,1-3年,5080405
12k-20k,本科,不限,4069569
10k-12k,本科,1-3年,5200900
15k-25k,不限,1-3年,5143341
7k-12k,本科,不限,5168579
26k-52k,本科,3-5年,4336444
8k-15k,本科,3-5年,5174862
8k-15k,大专,1-3年,5197761
10k-20k,本科,3-5年,4687980
25k-50k,本科,3-5年,5058524
20k-30k,本科,5-10年,4267961
8k-10k,本科,3-5年,4847531
8k-15k,本科,应届毕业生,5113967
4k-6k,不限,应届毕业生,3948271
12k-20k,本科,3-5年,5090606
6k-12k,本科,不限,4461614
8k-12k,大专,1-3年,5175946
20k-40k,本科,5-10年,4521575
8k-12k,本科,3-5年,4399136
30k-60k,本科,不限,5164661
7k-14k,大专,3-5年,4240538
8k-12k,本科,3-5年,2502703
25k-50k,本科,3-5年,5132733
10k-20k,本科,3-5年,2402210
18k-30k,本科,不限,5091942
10k-20k,大专,3-5年,5200334
20k-40k,本科,3-5年,4259297
10k-20k,大专,1-3年,4842729
15k-25k,本科,3-5年,5135400
7k-14k,不限,1-3年,166926
20k-40k,本科,3-5年,4337773
25k-50k,本科,1-3年,5119851
15k-25k,本科,3-5年,3945207
20k-40k,本科,3-5年,4808037
5k-10k,大专,不限,4568150
20k-40k,本科,3-5年,5144811
6k-10k,大专,3-5年,4979736
8k-15k,本科,3-5年,2597360
6k-12k,本科,不限,4461568
7k-14k,大专,1-3年,5151039
15k-25k,大专,不限,5182951
8k-12k,本科,3-5年,4043278
18k-30k,本科,3-5年,5054664
10K-20K,本科,3-5年,4966470
30k-50k,本科,5-10年,5018900
20k-40k,本科,5-10年,4155796
30k-50k,本科,不限,4495663
10k-15k,大专,3-5年,4883283
20k-40k,本科,3-5年,5096832
30k-60k,本科,5-10年,4041945
20k-40k,本科,3-5年,4354731
10k-18k,本科,3-5年,5141093
12k-15k,本科,1-3年,5005433
8k-16k,本科,1-3年,5133011
14k-22k,不限,3-5年,752123
10k-15k,本科,1-3年,4895154
25k-50k,本科,3-5年,4949419
20k-40k,本科,3-5年,4159969
20k-30k,本科,3-5年,4528159
10k-20k,本科,3-5年,4744204
6k-12k,大专,1-3年,5142670
25k-45k,本科,3-5年,5121218
20K-40K,本科,3-5年,4742254
6k-10k,本科,1-3年,4404816
10k-20k,大专,1-3年,3693395
10k-18k,本科,3-5年,4781547
12k-16k,本科,3-5年,3116421
15k-25k,本科,3-5年,4440424
25k-50k,本科,3-5年,3520867
7k-14k,大专,1-3年,3912398
6k-12k,本科,3-5年,4147162
13k-24k,本科,3-5年,4838034
15k-25k,本科,3-5年,5162751
10k-15k,本科,3-5年,4588468
10k-15k,本科,3-5年,4790260
13k-20k,本科,3-5年,5188825
20k-40k,本科,1-3年,5119834
7k-14k,大专,1-3年,4854452
12K-24K,大专,5-10年,4095017
18k-28k,本科,3-5年,5180300
6k-12k,本科,不限,4178228
20k-35k,本科,5-10年,3998548
8k-15k,大专,3-5年,5174641
7k-14k,大专,3-5年,5113398
18k-36k,本科,3-5年,5068852
8k-16k,本科,不限,4492557
16k-25k,本科,3-5年,4792485
12k-15k,大专,1-3年,4765535
9k-10k,本科,1-3年,5183042
10k-20k,本科,3-5年,4025852
25k-35k,本科,5-10年,4823392
8k-12k,大专,3-5年,4773119
15k-22k,本科,1-3年,5179944
25k-40k,本科,3-5年,4688145
20k-40k,硕士,3-5年,4436885
25k-35k,本科,1-3年,3213361
6k-12k,本科,不限,4866727
10k-20k,本科,3-5年,5153361
10k-20k,不限,不限,2717782
20k-30k,本科,5-10年,3781285
18k-30k,大专,3-5年,5074215
25k-50k,本科,3-5年,4963390
7k-14k,本科,1-3年,5191413
20k-30k,本科,3-5年,4763732
8k-16k,本科,1-3年,5155452
15k-30k,本科,5-10年,4974792
10k-18k,本科,3-5年,4385801
6k-12k,本科,不限,4923951
6k-12k,不限,不限,4646109
18k-30k,本科,3-5年,4297551
10k-20k,本科,1-3年,4984130
8k-12k,大专,3-5年,4999060
18k-36k,本科,3-5年,5198603
6k-12k,本科,应届毕业生,4243884
15k-25k,本科,3-5年,5176116
8k-10k,本科,1-3年,4905784
20k-30k,本科,1年以下,5188813
15k-25k,大专,3-5年,5116307
25k-50k,大专,3-5年,3071929
20k-30k,本科,3-5年,5192541
20k-30k,本科,3-5年,5089061
10k-18k,本科,3-5年,4132516
6k-12k,本科,不限,4864155
8k-16k,本科,3-5年,4942228
15k-25k,本科,3-5年,5068514
15k-30k,本科,1-3年,4919825
15k-30k,本科,不限,3991255
8k-10k,大专,1-3年,5135084
15k-25k,本科,3-5年,4291518
25k-40k,本科,5-10年,4839294
20k-40k,本科,1-3年,4638424
10k-20k,本科,3-5年,4155876
7k-14k,大专,1-3年,5115927
8k-12k,本科,1-3年,5099404
18k-36k,本科,5-10年,5084460
9k-18k,本科,1-3年,3863177
6k-12k,本科,不限,4923948
20k-40k,本科,3-5年,1393763
25k-35k,本科,3-5年,5101099
6k-12k,本科,1-3年,5154351
15k-30k,本科,1-3年,4526642
8k-15k,不限,不限,4314568
15k-25k,本科,3-5年,2214279
7k-14k,大专,1-3年,5115852
15k-25k,本科,3-5年,5191880
18k-35k,本科,3-5年,4623722
10k-20k,本科,3-5年,5148510
8k-16k,本科,1-3年,4191219
9k-15k,本科,1-3年,3991642
15k-25k,本科,3-5年,4074881
15k-30k,本科,5-10年,5182952
