id,薪资,学历要求,工作经验
8k-15k,本科,1-3年,5196720
30k-60k,博士,1-3年,4952584
20k-30k,本科,3-5年,4526641
50k-100k,本科,5-10年,3376492
25K-45K,本科,3-5年,4692325
30k-50k,大专,5-10年,3457360
15k-25k,本科,3-5年,5150261
8k-15k,本科,3-5年,3789127
25k-40k,不限,不限,4924429
15k-30k,本科,3-5年,4615279
15k-22k,本科,3-5年,3865174
8k-16k,本科,1-3年,4725965
15k-30k,本科,不限,4729766
20k-40k,本科,3-5年,4919386
15k-30k,本科,3-5年,4942104
15k-30k,本科,不限,4847685
10k-20k,本科,3-5年,5191032
35k-50k,本科,不限,4657380
8k-15k,本科,1-3年,2830216
35k-60k,本科,3-5年,5184743
15k-30k,本科,3-5年,4957544
15k-30k,本科,3-5年,5061319
10k-18k,本科,3-5年,3991543
20k-30k,本科,5-10年,5133903
10k-20k,本科,1-3年,4807067
20k-40k,本科,3-5年,4695038
10k-20k,大专,3-5年,4914740
10k-15k,本科,3-5年,4637980
12k-24k,本科,1-3年,4521544
20k-40k,本科,3-5年,4015559
8k-16k,本科,1-3年,4777216
10k-15k,硕士,不限,5046788
30k-35k,大专,5-10年,3300666
18k-20k,本科,5-10年,4936994
10k-20k,本科,3-5年,5056998
25k-50k,大专,5-10年,2260242
8k-16k,本科,3-5年,4461571
15k-20k,本科,3-5年,4636422
16k-25k,本科,3-5年,2495824
15k-30k,本科,3-5年,4930309
10k-20k,不限,不限,4927247
25k-40k,本科,5-10年,5133946
14k-18k,本科,3-5年,5144274
25k-50k,本科,不限,2863941
15k-30k,本科,1-3年,4607989
25k-35k,本科,5-10年,4572863
10k-20k,硕士,1-3年,5008024
12k-20k,硕士,不限,1248364
15k-30k,本科,3-5年,5147452
25k-35k,本科,3-5年,5052037
20k-35k,本科,3-5年,4357573
20k-40k,本科,3-5年,2512402
18k-30k,本科,5-10年,3775404
6k-10k,本科,1-3年,5163558
20k-35k,本科,5-10年,5127237
20k-30k,本科,3-5年,5125552
13k-20k,本科,3-5年,5176336
35k-70k,本科,5-10年,5085298
10k-20k,本科,1-3年,4248677
8k-15k,本科,1年以下,4845931
15k-30k,本科,5-10年,5077036
25k-50k,本科,3-5年,5046061
25k-50k,本科,5-10年,3798041
12k-24k,本科,3-5年,5166515
30k-60k,本科,5-10年,4524480
10k-20k,本科,1-3年,4914350
10k-20k,大专,3-5年,5057134
10k-20k,本科,3-5年,1965876
15k-25k,本科,3-5年,5010178
28k-35k,本科,5-10年,4608299
20k-30k,本科,1-3年,5025153
8k-15k,大专,3-5年,4295041
20k-30k,本科,3-5年,4970964
15k-25k,本科,3-5年,5164991
10k-20k,大专,3-5年,5102997
20k-40k,本科,3-5年,3929008
10k-20k,本科,1-3年,5153169
10k-20k,大专,3-5年,5084565
10k-20k,本科,5-10年,4787244
25k-40k,本科,3-5年,5059181
25k-50k,本科,5-10年,4833686
7k-14k,不限,3-5年,4854605
12k-24k,本科,1-3年,4246695
25k-30k,本科,3-5年,5143703
10k-20k,本科,3-5年,4570897
15k-25k,本科,3-5年,4895212
8k-16k,大专,1-3年,3324406
25k-45k,本科,5-10年,4679814
9k-18k,本科,1-3年,5113506
12k-20k,大专,3-5年,4470082
30k-50k,本科,5-10年,4734513
10k-20k,本科,3-5年,3927440
10k-20k,本科,3-5年,4330253
6k-9k,大专,应届毕业生,3909253
20k-35k,本科,3-5年,3397286
25k-40k,本科,3-5年,4770752
25k-35k,本科,3-5年,4899502
25k-35k,本科,5-10年,1213904
10k-20k,大专,1-3年,5109899
30k-40k,大专,5-10年,4398090
10k-20k,本科,1-3年,4794919
30k-50k,本科,3-5年,4658161
30k-50k,本科,5-10年,3568866
15k-25k,本科,5-10年,5157598
18k-28k,大专,5-10年,4826975
20k-35k,本科,3-5年,4998102
20k-35k,本科,5-10年,3741701
15k-25k,本科,3-5年,4938795
25k-40k,本科,3-5年,3561184
15k-25k,本科,3-5年,4477706
15k-23k,本科,3-5年,3099736
15k-30k,本科,3-5年,4804327
20k-30k,本科,3-5年,4990506
20k-40k,本科,3-5年,4121256
8k-15k,本科,3-5年,5130738
7k-9k,本科,1-3年,4952123
20k-35k,本科,5-10年,2406490
6k-10k,本科,不限,3970033
18k-36k,本科,3-5年,2976420
15k-25k,本科,3-5年,4034092
15k-25k,本科,1-3年,5153078
30k-40k,本科,5-10年,3130249
25k-35k,本科,5-10年,4092399
20k-40k,硕士,3-5年,2997435
15k-25k,本科,3-5年,5060162
14k-28k,本科,3-5年,4306197
12k-24k,本科,3-5年,5137203
25k-40k,本科,不限,4121956
15k-30k,本科,5-10年,4825065
8k-15k,大专,1-3年,4096979
15k-30k,不限,不限,5109493
20k-30k,本科,1-3年,5095633
25k-50k,本科,1-3年,4012974
10k-20k,本科,不限,4550458
18k-25k,本科,3-5年,5053993
12k-24k,本科,不限,5170728
9k-18k,大专,3-5年,4943116
10k-15k,本科,3-5年,5038484
25k-36k,本科,5-10年,5186644
15k-30k,大专,3-5年,3614937
10k-15k,本科,应届毕业生,5087584
12k-24k,本科,3-5年,4928145
5k-10k,本科,1-3年,5037656
20k-40k,不限,3-5年,5020457
20k-30k,本科,3-5年,5106991
25k-40k,本科,5-10年,4500427
15k-25k,本科,3-5年,4876753
10k-20k,硕士,3-5年,5155741
15k-25k,本科,3-5年,2993048
20k-40k,本科,3-5年,4065707
15k-30k,本科,3-5年,4280511
10k-20k,本科,3-5年,4963490
18k-36k,本科,1-3年,4872707
10k-15k,本科,3-5年,4444522
20k-40k,本科,1-3年,5176141
20k-30k,本科,5-10年,5160516
10k-20k,本科,3-5年,4195463
10k-15k,本科,不限,4520439
20k-40k,本科,3-5年,5193223
15k-25k,本科,3-5年,4958089
30k-35k,本科,5-10年,3744565
8k-15k,本科,3-5年,4478088
15k-27k,本科,3-5年,3708657
20k-40k,本科,3-5年,4659576
12k-24k,大专,3-5年,5089082
30k-35k,本科,5-10年,3744373
10k-15k,不限,3-5年,4482963
20k-30k,本科,3-5年,4663854
8k-16k,本科,1-3年,5137366
30k-40k,本科,5-10年,4680074
20k-30k,本科,3-5年,4853872
10k-15k,大专,3-5年,4292831
7k-9k,大专,3-5年,4749993
15k-30k,本科,1-3年,5181803
12k-24k,本科,3-5年,3947016
20k-40k,本科,3-5年,5180891
10k-20k,本科,3-5年,4533580
30k-45k,本科,5-10年,4014142
35k-40k,本科,3-5年,4873286
8K-16K,本科,1-3年,3122934
15k-30k,本科,3-5年,4204836
20k-30k,本科,3-5年,3196781
10k-18k,本科,3-5年,4788966
20k-35k,本科,1-3年,4120572
10k-20k,本科,3-5年,4541609
12k-24k,本科,3-5年,4316202
15k-30k,本科,不限,5045382
20k-40k,本科,3-5年,5197700
20k-40k,本科,3-5年,4830629
25k-45k,本科,3-5年,4261211
13k-20k,硕士,应届毕业生,5098786
28k-40k,不限,5-10年,3712001
25k-50k,本科,5-10年,4970730
15k-30k,本科,3-5年,3959140
50k-100k,硕士,5-10年,4072094
30k-50k,本科,5-10年,4955115
30k-60k,本科,5-10年,4990170
20k-40k,本科,3-5年,4833346
15k-30k,本科,3-5年,5146473
15k-30k,本科,3-5年,4157629
35k-45k,本科,5-10年,3750380
10k-20k,本科,3-5年,4995436
12k-22k,本科,3-5年,5171054
30k-50k,本科,3-5年,2984871
20k-40k,本科,3-5年,4065447
12k-16k,本科,1-3年,4497541
15k-20k,大专,3-5年,5098436
13k-18k,本科,1-3年,4722030
15k-30k,大专,3-5年,5165362
20k-40k,本科,3-5年,4976469
