id,薪资,学历要求,工作经验
25k-50k,本科,5-10年,3891426
8k-16k,本科,1-3年,4973965
15k-25k,本科,1-3年,4303915
8k-11k,不限,3-5年,4580454
18k-36k,本科,1-3年,5142868
15k-25k,本科,3-5年,4065126
10k-20k,本科,1-3年,5169190
8k-15k,本科,3-5年,4896706
10k-20k,大专,3-5年,4181347
10k-20k,大专,不限,3815207
25k-50k,本科,3-5年,5150066
15k-20k,大专,3-5年,2977777
12k-18k,本科,3-5年,5029245
20k-35k,本科,3-5年,4935625
15k-30k,不限,3-5年,4618523
18k-35k,本科,3-5年,4623722
2k-4k,本科,3-5年,5190252
50k-60k,本科,5-10年,4778603
20k-40k,本科,不限,5151996
20k-30k,本科,3-5年,4681203
15k-30k,本科,3-5年,5075054
13k-25k,不限,3-5年,4948819
18k-35k,本科,3-5年,5157142
20k-40k,本科,3-5年,4311147
10k-15k,本科,3-5年,5082531
21k-28k,本科,3-5年,5201508
28k-50k,本科,5-10年,5042701
15k-30k,本科,3-5年,4485321
20k-40k,本科,3-5年,4337773
15k-30k,本科,3-5年,4924096
20k-40k,本科,1-3年,5120178
25k-50k,本科,3-5年,4834382
10k-15k,本科,1-3年,5192760
20k-30k,不限,1-3年,4057913
10k-15k,本科,1-3年,5070902
15k-20k,本科,3-5年,5138737
7k-14k,大专,不限,4572713
25k-35k,本科,3-5年,4856063
20k-40k,大专,5-10年,4979057
20k-30k,本科,3-5年,4694921
25k-50k,本科,3-5年,4240217
20k-30k,本科,5-10年,4016163
8k-14k,本科,1-3年,4847616
12k-20k,本科,应届毕业生,5150901
20k-30k,本科,3-5年,3041629
4k-8k,大专,1-3年,3857901
15k-20k,本科,3-5年,4983391
8k-16k,不限,1-3年,3868752
25k-40k,本科,5-10年,5187886
18k-36k,本科,1-3年,4688188
15k-22k,本科,3-5年,4838939
15k-20k,大专,3-5年,5021300
15k-30k,本科,不限,5042433
20k-40k,本科,3-5年,5027400
15k-25k,大专,1-3年,5131711
20k-40k,本科,3-5年,5120318
18k-36k,本科,1-3年,3763424
13k-20k,不限,3-5年,5051405
6k-12k,大专,1-3年,4997321
20k-40k,本科,3-5年,4850316
8k-16k,本科,1年以下,3807726
15k-30k,本科,3-5年,4869424
15k-30k,本科,3-5年,4999604
15k-25k,本科,3-5年,3706079
