id,薪资,学历要求,工作经验
23k-45k,本科,3-5年,2975383
25k-40k,本科,5-10年,4128293
40k-60k,本科,5-10年,4936798
25k-50k,本科,3-5年,4867972
30k-45k,本科,5-10年,3702137
40k-80k,本科,3-5年,3948312
25k-50k,本科,5-10年,2874164
20k-40k,本科,不限,4179164
30k-50k,本科,3-5年,4948510
8k-12k,本科,不限,5115943
30k-50k,硕士,3-5年,4883909
15k-25k,本科,3-5年,4381434
15k-30k,硕士,3-5年,4390449
10k-20k,本科,1-3年,4037676
8k-16k,硕士,不限,3640203
25k-35k,本科,3-5年,3649987
20k-40k,硕士,3-5年,4552083
30k-60k,硕士,3-5年,5124670
15k-20k,大专,3-5年,5177530
8k-16k,本科,1-3年,4758844
35k-70k,硕士,3-5年,5000372
30k-50k,硕士,5-10年,4938374
20k-40k,本科,1-3年,5119012
15k-30k,硕士,1-3年,5156815
15k-30k,本科,3-5年,5150726
25k-50k,本科,3-5年,499409
20k-40k,不限,1-3年,4328050
20k-40k,硕士,1-3年,3274707
20k-35k,本科,3-5年,5054809
10k-20k,本科,3-5年,3770497
2k-4k,本科,不限,4545058
13k-20k,硕士,5-10年,5148044
20k-28k,本科,3-5年,4914653
50k-100k,本科,3-5年,4429867
15k-20k,本科,1-3年,5138147
15k-30k,本科,3-5年,4703683
15k-25k,本科,3-5年,5142286
25k-35k,本科,3-5年,3853099
15k-30k,本科,3-5年,5069577
15k-30k,本科,1-3年,4955970
15k-22k,本科,3-5年,3787093
25k-50k,本科,3-5年,3069359
8k-16k,本科,不限,4941006
25k-35k,硕士,3-5年,3824148
25k-50k,本科,1-3年,3519850
15k-30k,不限,不限,4642385
30k-50k,本科,3-5年,4948419
15k-25k,硕士,不限,3983009
25k-50k,本科,不限,4917704
25k-50k,本科,3-5年,5101939
